"","fileName","answer","guess1","guess2","guess3","guess4","guess5","confidence1","confidence2","confidence3","confidence4","confidence5"
"34","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006532.jpg'",27,"27",13,11,17," 1","0.9959",0.0014,0.0014,3e-04," 0.0002"
"35","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006539.jpg'",27,"27",13,11,1," 17","0.9960",0.0012,9e-04,5e-04," 0.0004"
"36","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006540.jpg'",13,"13",23,20,14," 27","0.9999",1e-04,0,0," 0.0000"
"37","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006524.jpg'",11,"11",25,27,3," 8","0.9995",5e-04,0,0," 0.0000"
"38","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006536.jpg'",27,"27",13,1,11," 17","0.9956",0.0011,9e-04,7e-04," 0.0007"
"39","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006535.jpg'",25,"25",11,26,21," 19","0.9237",0.0759,1e-04,1e-04," 0.0000"
"40","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006538.jpg'",27,"27",13,11,17," 1","0.9953",0.0016,9e-04,6e-04," 0.0004"
"41","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006541.jpg'",13,"13",23,27,3," 20","1.0000",0,0,0," 0.0000"
"42","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006542.jpg'",13,"13",3,20,23," 27","0.9999",1e-04,0,0," 0.0000"
"43","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006544.jpg'",13,"13",20,23,3," 27","0.9993",6e-04,1e-04,0," 0.0000"
"44","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006543.jpg'",13,"13",20,23,3," 22","0.9993",6e-04,1e-04,0," 0.0000"
"45","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006546.jpg'",13,"13",20,23,3," 22","0.9999",1e-04,0,0," 0.0000"
"46","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006547.jpg'",13,"13",20,23,3," 17","0.9821",0.0176,2e-04,1e-04," 0.0000"
"47","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006548.jpg'",13,"13",20,23,3," 14","0.9985",0.0013,1e-04,1e-04," 0.0000"
"48","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006550.jpg'",13,"13",3,23,20," 19","1.0000",0,0,0," 0.0000"
"49","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006545.jpg'",13,"13",20,23,3," 22","0.9998",2e-04,0,0," 0.0000"
"50","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006551.jpg'",13,"13",20,23,3," 24","0.9898",0.0085,0.0012,3e-04," 0.0000"
"51","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006549.jpg'",13,"13",20,3,23," 17","0.9994",3e-04,2e-04,0," 0.0000"
"52","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006552.jpg'",13,"13",23,20,3," 14","0.9967",0.0017,9e-04,7e-04," 0.0000"
"53","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006553.jpg'",13,"13",20,3,23," 14","0.9782",0.0105,0.0068,0.0043," 0.0001"
"54","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006555.jpg'",13,"13",20,23,3," 14","0.9972",0.0024,4e-04,1e-04," 0.0000"
"55","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006554.jpg'",13,"13",20,23,3," 14","0.9998",2e-04,0,0," 0.0000"
"56","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006556.jpg'",13,"13",17,3,23," 20","0.4925",0.1856,0.1571,0.1266," 0.0296"
"57","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006558.jpg'",13,"13",23,20,3," 14","0.9968",0.0017,0.0011,2e-04," 0.0001"
"58","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006557.jpg'",13,"13",23,20,3," 14","0.9983",9e-04,4e-04,1e-04," 0.0001"
"59","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006563.jpg'",27,"27",13,21,11," 17","0.9640",0.0298,0.0023,0.001," 0.0010"
"60","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006559.jpg'",13,"13",23,20,3," 14","0.9987",8e-04,3e-04,1e-04," 0.0000"
"61","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006561.jpg'",13,"13",11,17,21," 20","0.9993",3e-04,1e-04,1e-04," 0.0001"
"62","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006560.jpg'",13,"13",11,17,21," 20","0.9766",0.0179,0.0021,0.0017," 0.0006"
"63","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006562.jpg'",13,"27",13,21,17," 11","0.9689",0.025,0.0026,0.001," 0.0009"
"64","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006565.jpg'",27,"27",13,21,17," 11","0.9725",0.0222,0.0022,0.001," 0.0006"
"65","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006564.jpg'",27,"27",13,21,17," 11","0.9688",0.0258,0.0022,0.001," 0.0008"
"66","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006567.jpg'",27,"27",13,21,17," 11","0.9644",0.0291,0.0024,0.0015," 0.0009"
"67","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006566.jpg'",27,"27",13,21,17," 11","0.9638",0.0304,0.0023,0.0012," 0.0007"
"68","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006568.jpg'",27,"27",13,21,17," 11","0.9650",0.0295,0.0022,9e-04," 0.0008"
"69","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006569.jpg'",27,"27",13,21,17," 11","0.9719",0.0238,0.0017,8e-04," 0.0006"
"70","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006570.jpg'",25,"25",11,26,19," 21","0.9999",1e-04,0,0," 0.0000"
"71","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006572.jpg'",27,"27",13,21,11," 17","0.9710",0.024,0.0021,0.001," 0.0006"
"72","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006571.jpg'",27,"27",13,21,11," 17","0.9749",0.0221,0.0011,5e-04," 0.0004"
"73","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006573.jpg'",27,"27",13,21,11," 17","0.9741",0.0207,0.0019,0.0011," 0.0008"
"74","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006577.jpg'",27,"27",13,11,21," 17","0.9770",0.0181,0.0028,0.001," 0.0004"
"75","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006574.jpg'",27,"27",13,21,11," 17","0.9702",0.0253,0.0019,6e-04," 0.0005"
"76","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006575.jpg'",25,"25",11,17,21," 3","0.9998",2e-04,0,0," 0.0000"
"77","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006576.jpg'",25,"25",11,1,27," 24","0.9176",0.0818,4e-04,1e-04," 0.0000"
"78","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006579.jpg'",27,"27",13,11,21," 17","0.9798",0.0157,0.0024,0.001," 0.0004"
"79","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006580.jpg'",27,"27",11,13,1," 21","0.9754",0.0162,0.0043,0.0028," 0.0007"
"80","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006578.jpg'",27,"27",13,11,21," 17","0.9770",0.0178,0.003,0.001," 0.0004"
"81","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006581.jpg'",27,"27",13,11,21," 1","0.9878",0.0063,0.0038,7e-04," 0.0007"
"82","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006582.jpg'",27,"27",13,11,21," 1","0.9835",0.0081,0.0062,0.001," 0.0005"
"83","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006583.jpg'",27,"27",13,11,21," 1","0.9831",0.0079,0.0065,0.0011," 0.0006"
"84","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006584.jpg'",27,"27",13,11,21," 1","0.9817",0.0096,0.0061,0.0013," 0.0005"
"85","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006586.jpg'",13,"13",27,20,23," 24","0.9999",1e-04,0,0," 0.0000"
"86","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006585.jpg'",13,"13",20,23,14," 3","1.0000",0,0,0," 0.0000"
"87","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006587.jpg'",13,"13",27,24,23," 20","0.9974",0.0018,3e-04,2e-04," 0.0002"
"88","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006588.jpg'",13,"13",27,23,24," 20","0.9997",2e-04,0,0," 0.0000"
"89","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006590.jpg'",13,"13",27,23,24," 3","0.9998",2e-04,0,0," 0.0000"
"90","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006589.jpg'",13,"13",27,23,3," 24","0.9998",1e-04,1e-04,0," 0.0000"
"91","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006591.jpg'",13,"13",23,24,20," 3","0.9999",0,0,0," 0.0000"
"92","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006592.jpg'",13,"13",27,23,14," 20","0.9998",1e-04,1e-04,0," 0.0000"
"93","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006593.jpg'",13,"13",27,23,3," 20","1.0000",0,0,0," 0.0000"
"94","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006596.jpg'",13,"13",20,24,27," 23","1.0000",0,0,0," 0.0000"
"95","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006594.jpg'",13,"13",24,27,23," 20","0.9998",1e-04,1e-04,0," 0.0000"
"96","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006595.jpg'",13,"13",27,20,24," 23","1.0000",0,0,0," 0.0000"
"97","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006597.jpg'",13,"13",20,27,24," 23","1.0000",0,0,0," 0.0000"
"98","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006598.jpg'",13,"13",20,23,27," 24","1.0000",0,0,0," 0.0000"
"99","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006599.jpg'",13,"13",20,23,3," 14","1.0000",0,0,0," 0.0000"
"100","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006600.jpg'",13,"13",23,20,3," 22","1.0000",0,0,0," 0.0000"
"101","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006601.jpg'",13,"13",24,23,20," 3","1.0000",0,0,0," 0.0000"
"102","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006602.jpg'",13,"13",27,23,20," 24","0.9999",0,0,0," 0.0000"
"103","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006603.jpg'",13,"13",27,23,20," 3","1.0000",0,0,0," 0.0000"
"104","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006604.jpg'",13,"13",27,23,20," 3","1.0000",0,0,0," 0.0000"
"105","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006606.jpg'",13,"13",23,20,3," 14","0.9990",6e-04,2e-04,1e-04," 0.0001"
"106","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006605.jpg'",13,"13",23,20,27," 3","1.0000",0,0,0," 0.0000"
"107","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006607.jpg'",27,"27",13,14,23," 24","0.8947",0.0555,0.0198,0.0118," 0.0074"
"108","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006608.jpg'",27,"27",13,14,23," 24","0.7617",0.0818,0.0582,0.0446," 0.0290"
"109","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006609.jpg'",27,"27",14,13,23," 24","0.6435",0.1518,0.0813,0.0421," 0.0417"
"110","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006610.jpg'",27,"27",13,14,23," 16","0.9903",0.0032,0.0028,0.0022," 0.0005"
"111","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006611.jpg'",27,"27",13,14,23," 16","0.9815",0.0074,0.0052,0.0029," 0.0017"
"112","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006612.jpg'",27,"27",13,16,14," 23","0.9747",0.0114,0.0047,0.0046," 0.0034"
"113","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006613.jpg'",27,"27",14,13,23," 16","0.7886",0.0711,0.0671,0.0542," 0.0122"
"114","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006614.jpg'",27,"27",13,14,23," 16","0.9691",0.0128,0.008,0.0059," 0.0019"
"115","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006615.jpg'",23,"23",19,5,14," 13","1.0000",0,0,0," 0.0000"
"116","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006616.jpg'",23,"23",27,13,14," 19","1.0000",0,0,0," 0.0000"
"117","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006617.jpg'",23,"23",14,5,3," 27","1.0000",0,0,0," 0.0000"
"118","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006618.jpg'",27,"27",13,14,23," 16","0.8880",0.0542,0.0273,0.0203," 0.0059"
"119","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006620.jpg'",25,"25",11,26,21," 3","1.0000",0,0,0," 0.0000"
"120","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006619.jpg'",27,"27",13,14,23," 16","0.9780",0.0103,0.0052,0.0035," 0.0013"
"121","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006621.jpg'",27,"27",1,21,13," 20","0.9893",0.0062,0.0017,0.0012," 0.0005"
"122","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006622.jpg'",27,"27",1,21,13," 20","0.9887",0.0062,0.002,0.0013," 0.0005"
"123","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006623.jpg'",27,"27",1,21,13," 20","0.9877",0.0066,0.0022,0.0016," 0.0006"
"124","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006625.jpg'",21,"21",27,11,13," 6","0.9885",0.0066,0.0045,2e-04," 0.0000"
"125","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006624.jpg'",27,"27",1,21,13," 20","0.9884",0.0068,0.002,0.0013," 0.0005"
"126","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006626.jpg'",27,"27",11,21,13," 25","0.9860",0.0123,0.0013,3e-04," 0.0000"
"127","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006627.jpg'",27,"27",11,21,13," 2","0.9812",0.0169,0.0012,5e-04," 0.0001"
"128","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006628.jpg'",27,"27",11,21,13," 25","0.9740",0.024,0.0013,5e-04," 0.0001"
"129","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006629.jpg'",27,"27",11,21,13," 2","0.9855",0.0126,0.0013,4e-04," 0.0001"
"130","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006630.jpg'",27,"27",21,22,24," 13","0.9498",0.0212,0.0083,0.0063," 0.0024"
"131","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006632.jpg'",27,"27",21,22,24," 3","0.9497",0.0191,0.0065,0.0061," 0.0036"
"132","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006631.jpg'",27,"27",21,24,22," 3","0.9521",0.0221,0.0063,0.0055," 0.0024"
"133","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006634.jpg'",27,"27",21,24,22," 3","0.9363",0.0293,0.0082,0.0078," 0.0028"
"134","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006639.jpg'",20,"20",24,13,11," 23","1.0000",0,0,0," 0.0000"
"135","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006638.jpg'",20,"20",22,4,13," 3","0.9991",4e-04,2e-04,1e-04," 0.0001"
"136","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006641.jpg'",13,"13",20,22,23," 11","0.9991",7e-04,1e-04,0," 0.0000"
"137","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006642.jpg'",13,"13",23,20,27," 22","0.9998",1e-04,1e-04,0," 0.0000"
"138","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006640.jpg'",13,"13",20,3,23," 11","0.9972",0.0021,5e-04,2e-04," 0.0000"
"139","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006636.jpg'",20,"20",13,22,23," 24","1.0000",0,0,0," 0.0000"
"140","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006633.jpg'",27,"27",21,24,22," 13","0.9384",0.0263,0.0075,0.0066," 0.0034"
"141","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006637.jpg'",20,"20",22,24,17," 23","1.0000",0,0,0," 0.0000"
"142","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006635.jpg'",20,"20",13,17,24," 23","1.0000",0,0,0," 0.0000"
"143","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006649.jpg'",14,"14",23,27,11," 22","0.9484",0.0214,0.018,0.0038," 0.0033"
"144","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006648.jpg'",14,"14",23,13,20," 21","0.9659",0.0262,0.0024,0.0015," 0.0009"
"145","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006643.jpg'",13,"13",23,3,20," 17","0.9949",0.0018,0.0013,7e-04," 0.0007"
"146","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006647.jpg'",14,"14",23,5,11," 20","0.9994",3e-04,1e-04,0," 0.0000"
"147","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006644.jpg'",27,"27",13,23,11," 25","0.9899",0.0024,0.002,0.0019," 0.0015"
"148","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006645.jpg'",14,"14",27,23,11," 5","0.9672",0.0157,0.0069,0.0063," 0.0013"
"149","b'D:/Users/agre6595/Camera_trap_machine_learning/MLWIC_examples/images\\CA-01_0006646.jpg'",14,"14",27,11,23," 22","0.9940",0.0028,0.0018,7e-04," 0.0002"
